SK_ID_CURR,TARGET
100001,0.00938072314487155
100005,0.02691050282186891
100013,0.005679376722643136
100028,0.005231731556099961
100038,0.03096033608687297
100042,0.00914969156687116
100057,0.0010269282305624767
100065,0.004633909443291471
100066,0.00158234391065772
100067,0.01746513445945992
100074,0.012181497837355644
100090,0.00584537358701115
100091,0.026382490294955808
100092,0.009904725958196737
100106,0.00887338353423957
100107,0.03426807287695624
100109,0.007847353625684813
100117,0.003429242043170974
100128,0.014014216187042178
100141,0.004407429328643511
100150,0.005154802453177692
100168,0.0017467223520145265
100169,0.009207431354667152
100170,0.02535801433556702
100171,0.014673069123138338
100172,0.021371297646528075
100184,0.012844965401869444
100187,0.010197284911173322
100212,0.005081717890396752
100222,0.008970990425803783
100223,0.003235594942033528
100232,0.0016024558292760474
100241,0.02523186265916138
100245,0.003952924310739281
100253,0.0033651367416986664
100256,0.007842420918026317
100271,0.001711876388381933
100278,0.10080532895245917
100280,0.002299539710463348
100306,0.05536888588210835
100311,0.022526658202057494
100312,0.0049035637215157635
100330,0.026495114160409013
100331,0.003663049762102716
100352,0.030019829022105454
100358,0.01293105003008876
100367,0.0035685466388711714
100382,0.0331057060064814
100384,0.025252824999169206
100385,0.012002758159062642
100386,0.005902292951622967
100399,0.004832404028728742
100404,0.003887435022020166
100416,0.002203761390430841
100422,0.0054975295414742146
100426,0.006275873283394401
100438,0.005900308817244516
100444,0.020219860589774395
100445,0.021997330081936124
100446,0.009937108707954745
100447,0.0035101770461834817
100450,0.03297124538727348
100466,0.002220049475427653
100483,0.0037698513056198756
100484,0.007487264629355343
100494,0.014574736437293071
100510,0.024553120938147238
100512,0.002237805518348089
100517,0.004271085990440298
100548,0.004489279105997
100551,0.006648928788891427
100552,0.015564259584964685
100553,0.002598878226179856
100561,0.03229852039612223
100568,0.07477810166622652
100569,0.0027227463349654433
100591,0.02148953228774015
100592,0.006032400422558369
100602,0.00541137438677915
100607,0.01347903726246286
100613,0.012469976643872593
100617,0.017947565658646362
100618,0.014659255713984395
100622,0.009861741950487998
100625,0.020377518253445377
100677,0.013418114532878991
100699,0.005978578179636291
100702,0.07958496127873171
100711,0.00518669115248124
100729,0.02315576666058427
100740,0.038723804254915985
100744,0.02729615485068739
100745,0.008114082861552446
100747,0.019423681993478374
100751,0.07419585403017045
100752,0.005713799292326049
100753,0.037188869272644844
100754,0.05076775193279328
100760,0.008148466527418416
100762,0.011247731315383027
100763,0.004341470164516348
100765,0.003311151183150017
100770,0.013314431094606064
100772,0.006223388909580983
100777,0.00490504525237094
100791,0.0035176835556046575
100792,0.001947635346196301
100797,0.004530481635144603
100823,0.008879162068549634
100826,0.005581267258379602
100830,0.008201440347809045
100836,0.025066828492261946
100872,0.01396517761201633
100910,0.004705259994749577
100913,0.012816212270747085
100918,0.003628224965535925
100931,0.0010579093229610972
100952,0.007641816741025638
100953,0.003307224947621466
100965,0.029797683124517187
100970,0.003414533526153772
100982,0.025847823845515074
100983,0.06559200919637818
100984,0.011975230384092341
100987,0.0065811324025317145
100997,0.009836335234980446
100998,0.048630916646217874
101002,0.004875727191023459
101005,0.023893742169770867
101008,0.0710973657813044
101020,0.008857955877240987
101021,0.010967356502219614
101024,0.006840109185203963
101025,0.04263728196458559
101026,0.008671902738231733
101031,0.002578455022610491
101041,0.0028718136932981905
101051,0.0009281447136502337
101055,0.009944917322540355
101056,0.051672274481184235
101057,0.004652447790775794
101064,0.002353687640194671
101079,0.011107954694636086
101087,0.0027187463138785423
101090,0.007001588777146262
101092,0.014754190263378372
101097,0.018276994984980893
101099,0.004076771016295164
101107,0.0268742935445841
101118,0.003938336938339134
101125,0.018776342789365554
101126,0.0010393680511350538
101128,0.002052484868331846
101136,0.00790699224447029
101140,0.04197700598873747
101149,0.014535657985341715
101160,0.02237390298510886
101169,0.038504691216769124
101181,0.006220889701857361
101186,0.001906771127803555
101190,0.006184271742347672
101193,0.01692832500768881
101194,0.014296988735646929
101198,0.03260111467421522
101200,0.003625904536504907
101204,0.002492964804354142
101211,0.012418200730979774
101213,0.0046491012867769296
101223,0.0026534689179639045
101225,0.021301732596544262
101237,0.009483420630283575
101243,0.012174936838456617
101244,0.01516274610314898
101258,0.003980655153073367
101259,0.029829439863590306
101268,0.03377688290970941
101269,0.0039368482905410476
101271,0.004744450324741713
101279,0.005200572143284143
101281,0.02996011241759733
101287,0.007732380271288537
101292,0.007241685271340866
101294,0.00573814039758499
101296,0.022377488756104014
101297,0.0032631089416594603
101299,0.0048162726639283
101301,0.005876754925760534
101305,0.010674074231253234
101308,0.051728837504516526
101318,0.0019081617609523877
101327,0.06747261616574893
101329,0.0012472495342340589
101332,0.01195087171857797
101337,0.004736586586361286
101343,0.0059181490288501785
101345,0.002867821615206865
101346,0.0028770618748399776
101353,0.004595993223451284
101354,0.02064831636917216
101355,0.0367223747110164
101356,0.003676404318974731
101362,0.01899518642236048
101363,0.09806060748414298
101365,0.0031015003703635385
101366,0.008553298905017114
101367,0.03687303495827249
101368,0.0016756879255392701
101374,0.022688910799592944
101380,0.0016718419834049834
101383,0.00788089425003382
101398,0.0028592898322120533
101399,0.03660674733925415
101401,0.040468942603837044
101412,0.010824614421493465
101426,0.009849572977438896
101427,0.05176766725161659
101428,0.023165281199751607
101429,0.04140923462632902
101434,0.002142780552424422
101440,0.043524464802755944
101448,0.012105756795977673
101449,0.009058008026416972
101465,0.005506417414735715
101467,0.004421107348665493
101472,0.009056569789842914
101478,0.021172263745122752
101497,0.009547937872957353
101504,0.004931475536597894
101547,0.0016712365350800916
101548,0.01830220711614977
101555,0.010616336761883503
101570,0.0023406524204968543
101572,0.005854435199534507
101578,0.008884303822486578
101580,0.019637079295205487
101588,0.016782913955280178
101602,0.007829327513098816
101610,0.022203245536456535
101614,0.004705411060004388
101616,0.0042002047910120865
101643,0.029454157749875844
101644,0.009773564280366489
101649,0.005093547658322712
101650,0.011568708187396191
101665,0.002620402192100758
101667,0.01825195491661125
101669,0.012865704857013707
101674,0.013551522359564538
101675,0.0009111076358095415
101678,0.01804957936879911
101682,0.002314308640208322
101686,0.005675400365878371
101697,0.048724163324808285
101700,0.10378497867292828
101711,0.004626998487614337
101714,0.007209115056506912
101715,0.06173057965542437
101728,0.0032071044830322784
101732,0.0097370129384254
101757,0.019367114219655368
101758,0.005381128388622506
101759,0.01164557457172988
101762,0.0017288440559413893
101764,0.012014440355738157
101780,0.061745143557399296
101784,0.002390842846278261
101789,0.002787175284300898
101816,0.009432085794451716
101819,0.008488706635554179
101827,0.0014027230509016568
101863,0.010349305805138122
101867,0.004688682280779629
101870,0.0023418473550948543
101873,0.03687119400961174
101878,0.007917955915042692
101879,0.012986099606782842
101880,0.002396516731824053
101887,0.004406710847627294
101897,0.003408152275549807
101901,0.020436932725524486
101903,0.0492251972695805
101920,0.005780183640278775
101921,0.004397710490021251
101922,0.013638319033789023
101961,0.016090257240313568
101962,0.002056329763559411
101971,0.005178373362477145
101976,0.07949070553984562
102002,0.02702782062763722
102005,0.005380330478366193
102007,0.0563171083763779
102017,0.004765979105613435
102019,0.0315582690235041
102029,0.0023578153057054437
102051,0.018946301584145016
102052,0.002076874442783642
102054,0.0040167007394836685
102062,0.012080456210986839
102067,0.03275517569145011
102068,0.020137612062288077
102070,0.009597782837910941
102090,0.018092408340200317
102092,0.008246796581383501
102099,0.01610179557606291
102100,0.005347231784201478
102112,0.017327145380425228
102113,0.0035083683463058802
102122,0.05182095612122656
102123,0.004649653960583762
102125,0.003541221783143589
102126,0.04897092898054435
102146,0.0032108132752480143
102147,0.017856759378628226
102151,0.009753444968233074
102158,0.02803574508803716
102159,0.004100772093471775
102162,0.004805098713590492
102165,0.007089853705516026
102166,0.003448763499212054
102174,0.0013846374165987787
102193,0.03413767892124245
102198,0.004632328793960852
102205,0.041118371443583615
102206,0.0013261485134867961
102218,0.0025408748096828965
102221,0.004418340228863082
102230,0.01306105260912396
102238,0.005024401455138364
102248,0.0053965983016748395
102252,0.024630601333609736
102259,0.007883068521097021
102262,0.027210661213642195
102273,0.00845747414178694
102286,0.032112948214935724
102293,0.0013052759973457187
102294,0.00637784076036889
102296,0.006622094269846238
102298,0.020705419172476258
102303,0.003780842150818275
102309,0.008598467302976436
102315,0.008094438121716934
102340,0.007677526722600125
102342,0.0072709224513118065
102344,0.004780415991624128
102346,0.021172890716686644
102347,0.0014828064019611203
102374,0.012496304934596825
102380,0.006256619772363618
102387,0.0024930859249985547
102393,0.0048713205703951965
102403,0.004013397329572413
102413,0.009537335912099359
102414,0.0014634159242059145
102415,0.009480234228017734
102416,0.016725057830476377
102439,0.005280659572513671
102441,0.00529045180933344
102443,0.003455942912582824
102444,0.04102420246833268
102445,0.021078042678660973
102448,0.0033929276131565113
102449,0.009610120702532168
102450,0.03819120010937944
102456,0.0026979592429077683
102458,0.0285976135473881
102459,0.010688675879823115
102465,0.004124687530151684
102470,0.06465206474083234
102471,0.0024368174524025633
102475,0.004055295302690937
102476,0.042379705309249234
102506,0.005236709492352244
102509,0.007179206151433309
102519,0.00304002664103717
102522,0.010809572836654093
102545,0.004934820492080514
102549,0.00459340771138916
102562,0.0042592591191677655
102563,0.0025658134730062758
102568,0.014188653037514076
102582,0.006423690622593181
102592,0.0012826493427743075
102597,0.012182050627283263
102605,0.005653558601382816
102614,0.0042744535732217315
102617,0.030992953227780746
102634,0.004120932055151432
102652,0.0056304206636164
102655,0.0012093600105130826
102671,0.01094065892264855
102694,0.040911504309080374
102701,0.005963912268923811
102703,0.0009089022703121907
102704,0.005034535654824458
102713,0.0017399509144460576
102720,0.019315533334406446
102731,0.005093257931936647
102733,0.00442077620040343
102749,0.002008145799969953
102755,0.028721240516082568
102763,0.0018553293507167744
102770,0.009379630234038417
102772,0.013718938036268608
102799,0.01741088314448918
102838,0.0025466515964868907
102854,0.004422099594022518
102862,0.043472300317497756
102863,0.004140127004717674
102867,0.0015600049166765155
102868,0.002010042702948681
102878,0.011251978758698418
102887,0.0029480625086465073
102898,0.05958790462758368
102904,0.023274492937416034
102912,0.006562351735294206
102919,0.0060213186299612025
102927,0.018680312788236255
102932,0.016236513093604542
102933,0.006952410200072962
102935,0.0024852120317272854
102958,0.00983080064385274
102969,0.0649742445785876
102971,0.004588400082148726
102975,0.014332623018287883
102979,0.005535129704777258
102982,0.0014399940511357731
102987,0.07427598983482032
102989,0.007227350842824247
102995,0.011365834891971715
102996,0.001772331798849949
103000,0.007424541625177449
103001,0.01780147838760341
103004,0.0033703153052463686
103010,0.0019612493624888002
103025,0.057630305985955775
103029,0.0019367423433167736
103046,0.010175590405200333
103056,0.005480741992260224
103062,0.019281318570006842
103078,0.003467195591254007
103083,0.003290255782652904
103092,0.008683793223225716
103096,0.0070199534727251305
103097,0.007681398967687894
103102,0.04267574136084444
103112,0.013381898573572245
103132,0.0048651008927457565
103144,0.008013586424476023
103145,0.02402494392684671
103146,0.0011065138984758549
103147,0.01186707707695779
103158,0.00562497407134378
103171,0.011875523440717073
103173,0.0045105910006925255
103184,0.0031260256945120054
103195,0.02183499457310253
103196,0.018519484417911822
103206,0.003473112739378958
103230,0.02170346174833346
103231,0.024807753830576353
103232,0.0032874705757810845
103239,0.011306009598320472
103240,0.01782566912227613
103243,0.0030806938246021286
103252,0.020346708354929292
103258,0.006366708785146327
103259,0.01595899091970856
103279,0.0029044231679426517
103280,0.0011084025352307392
103286,0.007389385208771246
103287,0.07810069234541112
103290,0.0009834063259423049
103298,0.004101416312191754
103315,0.0009327879080780813
103319,0.002710513357898214
103334,0.046070501235752744
103336,0.010749191061142863
103345,0.005579338721803408
103368,0.0033526942824711596
103371,0.04520526104732671
103377,0.001734306573085851
103398,0.0025545499800963233
103404,0.01635183444297369
103408,0.035507239330456485
103410,0.005688814587382549
103418,0.004706691978753656
103420,0.035102820156987694
103432,0.011462933259676305
103433,0.003503801033998519
103436,0.0030896006445060944
103440,0.003890570884918963
103453,0.00991473171736114
103459,0.006240227232296104
103460,0.00575375906096085
103461,0.0007717209209518273
103462,0.003943474899355461
103473,0.020668470915635586
103474,0.0026709876997838894
103475,0.03783725303557893
103478,0.016560872331389816
103480,0.005504419084631208
103484,0.0030492703708637782
103494,0.02610796919218845
103513,0.0060935394189519255
103515,0.023669114573517138
103516,0.02745048017173583
103525,0.019878633866120373
103541,0.025365015512826345
103544,0.0017625479424648242
103562,0.08047500365329699
103570,0.039131165862295536
103572,0.029126201094504957
103574,0.004266822660449467
103575,0.011401869794654355
103591,0.02289756365279796
103594,0.0016217045853880387
103609,0.007041180378847864
103613,0.055709368647282084
103614,0.011182501343570432
103615,0.005792023307731922
103624,0.007177570337827797
103625,0.03476617901610594
103628,0.047258939384036754
103629,0.002315834083647124
103647,0.013732543558737815
103648,0.014225022360725518
103651,0.007506667725874244
103658,0.004953682605151648
103668,0.009259227437298009
103669,0.005667342304617173
103676,0.00642248277182027
103682,0.005756458729146765
103683,0.013518267571481871
103689,0.006283510881456844
103725,0.009777132535070244
103733,0.021312494060346483
103744,0.00876308600057313
103762,0.03925639725068464
103771,0.07328628893404436
103773,0.0010173649713090568
103783,0.008226514571364977
103784,0.009392913600468176
103808,0.00288338563721965
103812,0.008246560756460752
103813,0.016739627655461144
103814,0.008340086871599494
103818,0.012890288169911265
103824,0.0041502813384761165
103828,0.0013209114972863106
103830,0.037649450667051144
103840,0.001964490850787093
103842,0.019794057643502876
103847,0.035875618687184294
103848,0.019752147291798368
103851,0.005696954668499561
103854,0.013397071610822698
103857,0.028688413688491864
103861,0.00330530531928888
103862,0.008825515560043932
103865,0.003601577874681105
103870,0.0016703520530202832
103876,0.0029479992828418157
103891,0.07443204260698803
103908,0.015348032059183328
103914,0.019202311775887455
103918,0.010586456483415527
103940,0.003467695260207678
103963,0.013651688622686745
103966,0.004527440627877962
103971,0.04436935097748819
103980,0.016780005086069374
103984,0.005875195738128653
103985,0.0040794698727353315
103998,0.04186008063476073
104019,0.0022992595539153998
104026,0.006139311132790533
104035,0.022044703950020048
104044,0.007996470091333066
104045,0.013883033257235111
104047,0.034325510637773754
104051,0.005980171313769007
104058,0.00450808976240764
104063,0.00463989390398852
104066,0.08524841803098969
